title,link,location,experience,description,requirements,benefits,work_location_detail,working_time,deadline,salary,salary_normalized,currency_unit,skills,group,seniority,skills_clean
Full Stack Developer,https://www.topcv.vn/viec-lam/full-stack-developer-reactjs-nodejs/1160575.html?ta_source=ITJobs_LinkDetail,Hà Nội,2 năm,"-Building and developing web products for the company and partners.
-Participate in system design, architecture and product development.
-Deploying products according to the business offered by BA.
-Handling issues arising during product operation.","-Graduate in Information Technology or related discipline. -Having at least 2 years of full-stack web development experience is a big plus -Experience in web backend development on at least one of the following platforms: Node.js, Nest.js, loopback, etc. -Experience in front-end development: HTML, CSS/SASS/LESS, Javascript, React.js, Responsive Design. -Experience working with databases, preferably MongoDB. -Ability to self-study and propose effective solutions. -Proficient in using Git to manage source code s trained on other platforms if inexperienced. -Teamwork skills, ability to work under pressure. -Have organizational skills; Self Study, and build and manage technical documents. -Preference for candidates with good English communication skills.","-Friendly, dynamic working environment, fast promotion.
-Increased salary by working efficiency
-Full commitment to the regime for employees according to the current law (health insurance, social insurance, unemployment insurance ...).","- Hà Nội: 48 Tố Hữu, Nam Từ Liêm","Thứ 2 - Thứ 6 (từ 08:30 đến 18:00)
Thứ 7 cách tuần",2025-12-31,30000000.0,30000000.0,VND,[],Javascript,mid,[]
Lập Trình Blockchain,https://www.topcv.vn/viec-lam/nhan-vien-lap-trinh-blockchain-level-junior/1909143.html?ta_source=ITJobs_LinkDetail,Hà Nội,1 năm,"- Develop and deploy smart contracts on blockchain platforms (e.g., Ethereum, Solana).
- Build and maintain backend applications using NestJS, TypeScript, and JavaScript, ensuring seamless blockchain integration.
- Design and develop user interfaces (frontend) with NextJS, ReactJS, HTML, and CSS to enhance user experience.
- Integrate and utilize blockchain SDKs (e.g., Web3.js, Ethers.js) for application development.
- Optimize performance and security of blockchain applications.
- Collaborate with the team to design, develop, and deploy new features.
- Manage source code on GitHub, perform code reviews, and ensure code quality.
- Research and implement new blockchain technologies to improve products.","Mandatory Requirements: - Bachelor’s degree in Computer Science or related field. - Basic understanding of blockchain, smart contracts, and cryptocurrency. - Proficient in NestJS, TypeScript, and JavaScript for backend development (70% focus). - Experienced with NextJS, ReactJS, HTML, and CSS for frontend development (30% focus). - Hands-on experience with blockchain SDKs such as Web3.js, Ethers.js, or similar. - Strong teamwork skills and familiarity with GitHub workflows (commit, pull requests, code reviews). Preferred Requirements (Bonus): - Ability to self-learn, research, and adopt new technologies. - Prior experience with blockchain or DApp projects is a plus. - Good communication skills, responsible, and proactive in tasks Have a personal computer to bring to work Please send CV and portfolio in English","Salary: From 10.000.000 VNĐ - 13.000.000 VNĐ
1 month probationary period, 85% salary. Lunch allowance after signing the labor contract
Bonuses on holidays, Tet, performance-based bonuses, and achievement awards.
Opportunity to work in a modern, dynamic, and progressive environment, fully equipped with necessary tools and resources to support your work.
Professional and skill development training, including business and soft skills.
Entitled to company benefits and legal welfare policies.
Lunch and parking allowances are provided.","- Hà Nội: Tòa Netland Building, ngõ 27 Lê Văn Lương, Thanh Xuân","Thứ 2 - Thứ 6 (từ 08:30 đến 17:30)
Thứ 7 (từ 08:30 đến 16:30)
Làm 2 thứ 7 trong tháng",2025-12-10,11500000.0,11500000.0,VND,[],Javascript,mid,[]
Lập Trình Blockchain,https://www.topcv.vn/viec-lam/nhan-vien-lap-trinh-blockchain-junior/1909141.html?ta_source=ITJobs_LinkDetail,Hà Nội,1 năm,"- Develop and deploy smart contracts on blockchain platforms (e.g., Ethereum, Solana).
- Build and maintain backend applications using NestJS, TypeScript, and JavaScript, ensuring seamless blockchain integration.
- Design and develop user interfaces (frontend) with NextJS, ReactJS, HTML, and CSS to enhance user experience.
- Integrate and utilize blockchain SDKs (e.g., Web3.js, Ethers.js) for application development.
- Optimize performance and security of blockchain applications.
- Collaborate with the team to design, develop, and deploy new features.
- Manage source code on GitHub, perform code reviews, and ensure code quality.
- Research and implement new blockchain technologies to improve products.","Mandatory Requirements: - Bachelor’s degree in Computer Science or related field. - Basic understanding of blockchain, smart contracts, and cryptocurrency. - Proficient in NestJS, TypeScript, and JavaScript for backend development (70% focus). - Experienced with NextJS, ReactJS, HTML, and CSS for frontend development (30% focus). - Hands-on experience with blockchain SDKs such as Web3.js, Ethers.js, or similar. - Strong teamwork skills and familiarity with GitHub workflows (commit, pull requests, code reviews). Preferred Requirements (Bonus): - Ability to self-learn, research, and adopt new technologies. - Prior experience with blockchain or DApp projects is a plus. - Good communication skills, responsible, and proactive in tasks Have a personal computer to bring to work Please send CV and portfolio in English","Salary: From 10.000.000 VNĐ - 13.000.000 VNĐ
1 month probationary period, 85% salary. Lunch allowance after signing the labor contract
Bonuses on holidays, Tet, performance-based bonuses, and achievement awards.
Opportunity to work in a modern, dynamic, and progressive environment, fully equipped with necessary tools and resources to support your work.
Professional and skill development training, including business and soft skills.
Entitled to company benefits and legal welfare policies.
Lunch and parking allowances are provided.","- Hà Nội: Ngõ 27 Lê Văn Lương, Thanh Xuân","Thứ 2 - Thứ 6 (từ 08:30 đến 17:30)
Trong tháng làm 2 thứ 7 xen kẽ nhau",2025-11-10,11500000.0,11500000.0,VND,[],Javascript,mid,[]
Lập Trình Viên ReactJS,https://www.topcv.vn/viec-lam/lap-trinh-vien-reactjs/1907830.html?ta_source=ITJobs_LinkDetail,Hà Nội,3 năm,"– Chịu trách nhiệm chuyên môn về thiết kế và lập trình giao diện của sản phẩm để đáp ứng mục tiêu kinh doanh của Dự án.
– Tiếp nhận yêu cầu từ PO, phối hợp với BA để lập trình giao diện đem lại trải nghiệm tốt cho người dùng.
– Phối hợp làm việc với các thành viên trong nhóm và công việc chuyên môn liên quan đến CNTT (SA, Front end Dev, Test...) trong quá trình hoàn thiện sản phẩm theo yêu cầu nghiệp vụ.","– 3 năm kinh nghiệm ở vị trí ReactJS Developer – Thành thạo HTML, CSS/LESS/SCSS, JavaScript – Hiểu biết về RESTful APIs – Khả năng viết các chương trình test tự động riêng lẻ, tích hợp và test cho người dùng cuối – Kỹ năng giao tiếp, trình bày rõ ràng – Kỹ năng giải quyết vấn đề phức tạp – Tư duy logic. Kỹ năng phân tích, tổng hợp thông tin – Kỹ năng làm việc nhóm, kết nối hiệu quả – Sẵn sàng học hỏi, phát triển – Chủ động, hướng đến mục tiêu","− Lương 20 - 34M
− Thời gian làm việc: từ thứ 2 đến thứ 6
− Lương tháng 13.
− Hưởng các chế độ, phúc lợi như: Thưởng lễ tết, thưởng dự án, thưởng thâm niên; 12 ngày phép năm; Phúc lợi và phụ cấp khác
− Du lịch hàng năm
− Bảo hiểm xã hội, bảo hiểm y tế, bảo hiểm thất nghiệp theo luật bảo hiểm.
− Môi trường làm việc trẻ và năng động, tôn trọng phát triển cá nhân, công bằng và luôn khuyến khích sáng tạo","- Hà Nội: 127 Lò Đúc, Hai Bà Trưng
- Hà Nội: 72 Trần Hưng Đạo, Hai Bà Trưng",Thứ 2 - Thứ 6 (từ 08:00 đến 17:30),2025-11-09,27000000.0,27000000.0,VND,[],Javascript,mid,[]
Mobile Developer,https://www.topcv.vn/viec-lam/mobile-developer-react-native-flutter/1888931.html?ta_source=ITJobs_LinkDetail,Hà Nội,3 năm,"Phát triển ứng dụng tài chính trên nền tảng Android/iOS.
Nghiên cứu các xu hướng công nghệ và kỹ thuật mới, đặc biệt là trong ngành công nghệ tài chính, ngân hàng
Phối hợp chặt chẽ với các chức năng khác để điều tra các vấn đề và sửa lỗi.
Cộng tác với các thành viên khác để thu thập yêu cầu và phát triển các tính năng mới.
Đảm bảo chất lượng mã nguồn và nâng cao hiệu suất ứng dụng.
Tối ưu hoá mã nguồn, đánh giá mã nguồn và kiểm tra đơn vị theo chỉ dẫn của quản lý dự án.","1. Trình độ học vấn: Tốt nghiệp Cao đẳng trở lên, chuyên ngành Khoa học máy tính, Công nghệ thông tin, Toán – Tin học. 2. Kinh nghiệm: Có ít nhất 3 năm kinh nghiệm làm việc trong lĩnh vực phần mềm. Có kinh nghiệm trong ngành Tài chính tiêu dùng, Bảo hiểm, Ngân hàng là lợi thế. Có kinh nghiệm tối ưu hóa hiệu suất trên IOS/Android. 3. Sử dụng thành thạo các công nghệ/công cụ: React Native/Flutter (bắt buộc), Swift/Objective-C/Kotlin/Java. Có kiến thức về cấu trúc dữ liệu & thuật toán, OOP, quản lý bộ nhớ, mẫu thiết kế, SOLID. Sử dụng thành thạo công cụ kiểm thử: CucumberJS., Jest/Mocha/Chai/Selenium. Am hiểu phương pháp Agile (làm việc trong Scrum) sử dụng Jira/Gitlab/Trello.","Mức lương hấp dẫn
Thời gian làm việc: Từ thứ 2 – thứ 6
Lương tháng thứ 13, nghỉ phép, du lịch….
Bảo hiểm xã hội, BHYT theo quy định của Nhà nước;
Chế độ Công đoàn....","- Hà Nội: 37 lê văn lương, Cầu Giấy",Thứ 2 - Thứ 6 (từ 08:00 đến 17:00),2025-10-31,18500000.0,18500000.0,VND,[],Javascript,mid,[]
Front End Developer,https://www.topcv.vn/viec-lam/nhan-vien-front-end-developer-chi-tuyen-nu/1890433.html?ta_source=ITJobs_LinkDetail,Hà Nội,1 năm,"Phát triển các website, công việc chủ yếu là cắt giao diện html css
Hiểu rõ về responsive
Viết code sạch, hiệu quả và dễ bảo trì.",Tốt nghiệp đại học chuyên ngành Công nghệ thông tin hoặc các chuyên ngành liên quan. Có kiến thức cơ bản về lập trình hướng đối tượng (OOP). Có khả năng làm việc độc lập và làm việc nhóm. Có tinh thần trách nhiệm cao và ham học hỏi. Khả năng giao tiếp tốt. Có khả năng giải quyết vấn đề.,"Mức lương cạnh tranh phù hợp với năng lực và kinh nghiệm.
Được làm việc trong môi trường năng động, chuyên nghiệp và thân thiện.
Có cơ hội được đào tạo và phát triển nghề nghiệp.
Được hưởng đầy đủ các chế độ bảo hiểm theo luật lao động.
Có cơ hội tham gia các hoạt động team building và nghỉ mát hàng năm.
Thưởng các dịp lễ, tết và các khoản thưởng khác theo hiệu quả công việc.","- Hà Nội: 58 Tố Hữu, Nam Từ Liêm","Thứ 2 - Thứ 7 (từ 08:30 đến 17:30)
Làm việc từ thứ 2 đến thứ 7, được nghỉ 2 thứ 7 cách tuần nhau.",2025-11-02,11500000.0,11500000.0,VND,[],Javascript,mid,[]
Tuyển Kĩ Thuật Hệ Thống Mạng Và Thiết Bị làm việc tại Viện nghiên cứu và phát triển Sản phẩm thiên nhiên,https://www.topcv.vn/viec-lam/ki-thuat-he-thong-mang-va-thiet-bi/1497125.html?ta_source=ITJobs_LinkDetail,Hà Nội,3 năm,"Khắc phục các sự cố máy chủ, sự cố mạng
Kết nối IOT
Quản trị An ninh mạng
Maintain code hiện tại và phát triển các chức năng mới.
Cài đặt, khắc phục sự cố PC, Laptop, Điện thoại IP và Máy in, thiết bị mạng, máy chủ, v.v.
Cài đặt, khắc phục sự cố,
Quản trị và giám sát việc sử dụng hệ thống mạng hàng ngày
Kiểm tra và chỉnh sửa thiết bị bị lỗi
Giám sát bảo mật cho hệ thống
Đảm bảo nắm tất cả CNTT cơ bản
Lập kế hoạch cải tiến, đề xuất các giải pháp CNTT cho các vấn đề phát sinh.","có ít nhất một trong những kỹ năng sau: Thành thạo Javascript Làm việc với Nodejs Làm việc với các API và documentation LLM Prompting hoặc database embeding vector System Admin (Linux / Apache / Docker) Bằng cấp Công nghệ thông tin (hoặc tương đương) Kỹ năng phân tích và giải quyết vấn đề tốt Có khả năng giải thích các vấn đề kỹ thuật một cách đơn giản Tư duy logic Kỹ năng làm việc với mọi người Lưu giữ hồ sơ, dữ liệu chính xác","Mức lương cạnh tranh, phù hợp với năng lực và kinh nghiệm
Được hưởng đầy đủ các chế độ theo Luật Lao động: BHXH, BHYT, BHTN
Môi trường làm việc chuyên nghiệp, thân thiện và năng động
Cơ hội học hỏi, phát triển kỹ năng và kinh nghiệm trong lĩnh vực kế toán và tài chính
Được đào tạo và nâng cao nghiệp vụ thường xuyên
Tham gia các hoạt động team building, du lịch nghỉ mát hàng năm
Thưởng các ngày lễ tết và thưởng theo hiệu quả công việc","- Hà Nội: Số 176, Phùng Khoang, Trung Văn, Nam Từ Liêm, Nam Từ Liêm","Thứ 2 - Thứ 6 (từ 08:00 đến 17:00)
Thứ 7 (từ 08:00 đến 12:00)",2026-02-11,9000000.0,9000000.0,VND,[],Javascript,mid,[]
Frontend Developer,https://www.topcv.vn/viec-lam/frontend-developer-reactjs-nextjs/1759003.html?ta_source=ITJobs_LinkDetail,TP. Hồ Chí Minh,3 năm,"Xây dựng, phát triển và tối ưu giao diện người dùng (ưu tiên ứng viên mạnh ReactJS, NextJS).
Thiết kế và phát triển hệ thống base frontend, xây dựng thư viện component và module có khả năng tái sử dụng.
Phát triển các tính năng như đăng nhập, đăng ký, quản lý tài khoản, trình phát video, quản lý thông tin, tích hợp thanh toán online (momo, vnpay),..
Phối hợp chặt chẽ với backend team để tích hợp API, đảm bảo tính đồng bộ và ổn định cho hệ thống.
Debug, khắc phục lỗi, tối ưu hiệu năng và đảm bảo chất lượng thông qua kiểm thử kỹ lưỡng.","Tốt nghiệp đại học chuyên ngành CNTT hoặc liên quan. Có kinh nghiệm phát triển frontend từ 3 năm trở lên (ReactJS và NextJS). Thành thạo: + ƯU TIÊN CÓ THỂ ĐI LÀM NGAY SAU KHI NHẬN ĐƯỢC OFFER. + Có kinh nghiệm tự cấu hình và tinh chỉnh các thành phần (elements) giao diện để thiết kế landing page, pages hiệu quả, tối ưu trải nghiệm người dùng. + ReactJS: Hooks, React Hook Form + Yup, Redux/Zustand/Context API/React Query, React-dnd (drag-drop), Axios/fetch, TailwindCSS, upload file, xử lý JWT... + NextJS: App Router hoặc SSR/SSG (getServerSideProps), dynamic routing, middleware auth, lazy loading, Next Image, SEO tối ưu + JavaScript/TypeScript (ES6+), HTML5, CSS3. + Xây dựng giao diện responsive. Có khả năng thiết kế và xây dựng các components/modules có thể tái sử dụng chất lượng cao. Có khả năng làm việc độc lập, xây dựng được nền tảng base cho website, tối ưu hiệu năng. Có khả năng tự chủ động cập nhật công nghệ mới nhanh và có trách nhiệm cao. Có kinh nghiệm với Video.js, HLS.js hoặc công nghệ trình phát video tương tự. Biết về WebRTC, CDN tối ưu hóa streaming video. Hiểu biết về bảo mật frontend và tối ưu hiệu năng. Kinh nghiệm xây dựng dashboard/admin panel.","Lương 16-18 triệu.
Thưởng tháng 13, theo kết quả kinh doanh.
14 ngày nghỉ phép 1 năm (sinh nhật, lễ giáng sinh).
Bảo hiểm xã hội, sinh nhật, hiếu hỉ, quà tặng lễ tết.
Làm việc linh hoạt giờ giấc.
Trà chiều mỗi ngày.
Review lương định kỳ 2 lần/năm (tùy theo năng lực).
Môi trường làm việc năng động.","- Hồ Chí Minh: 37 Cao Lỗ Phường 4, Quận 8","Thứ 2 - Thứ 6 (từ 08:00 đến 17:00)
Toàn thời gian nhưng linh động và thoải mái",2025-10-24,17000000.0,17000000.0,VND,[],Javascript,mid,[]
Frontend Developer,https://www.topcv.vn/viec-lam/frontend-developer-reactjs-vin/1905735.html?ta_source=ITJobs_LinkDetail,TP. Hồ Chí Minh,4 năm,"Hoàn thành tốt các công việc được giao bởi PM
Đảm bảo công việc được thực hiện đúng tiến độ cam kết
Tham gia lập trình phát triển sản phẩm sử dụng ReactJS
Đưa các cải tiến nâng cao chất lượng của dự án
Nghiên cứu, tìm hiểu và ứng dụng các công nghệ mới cho dự án
Phối hợp với khách hàng, các phòng ban liên quan để hỗ trợ tích hợp
vào hệ thống hiện tại","- Tối thiểu 4 năm kinh nghiệm tại vị trí Frontend Developer hoặc tương đương - Tốt nghiệp Đại học chuyên ngành về Công nghệ thông tin - Nắm vững kiến thức cơ bản về OOP, Design Pattern, Resful API - Thành thạo ReactJS framework và các thư viện React phổ biến như Antd, MuiUI,... - Có khả phát triển UI/UX từ giao diện dựa theo thiết kế - Thao tác tốt với HTML, CSS, JavaScript, Typescript, JSON - Có kinh nghiệm làm việc, hiểu biết về Webpack, Bootstrap, TailwindCSS, Vite, Sass, Redux, Flex là một lợi thế - Có kinh nghiệm ưu hệ thống cho web frontend, monitor và kiểm soát lỗi","Mức lương phù hợp với năng lực
Thời gian làm việc từ T2 đến thứ 6, thứ 7 làm remote cách tuần
Thưởng lễ tết, thưởng tháng lương thứ 13
Trà, cafe, bánh kẹo miễn phí
Hỗ trợ gửi xe
Teambuilding, Khám sức khỏe năm 1 lần
Có cơ hội trở thành “Gương mặt xuất sắc” của Công ty nếu hoàn thành xuất sắc nhiệm vụ;
Hưởng đầy đủ các chính sách và chế độ như: BHYT, BHXH, BHTN,.. theo đúng quy định của Bộ Luật Lao động và của Công ty;
Tham gia các hoạt động nghỉ mát, team building
Làm việc trong môi trường cởi mở, năng động, khuyến khích sự sáng tạo.",- Hồ Chí Minh: Quận 1,"Thứ 2 - Thứ 6 (từ 08:00 đến 17:30)
Thứ 7 làm remote cách tuần",2025-11-07,37500000.0,37500000.0,VND,[],Javascript,mid,[]
Angular Developer,https://www.topcv.vn/viec-lam/angular-developer-2-nam-kinh-nghiem/1842948.html?ta_source=ITJobs_LinkDetail,Hà Nội,2 năm,"Tham gia phát triển các hệ thống web cho Ngân Hàng
Tham gia vào các công đoạn: kiến trúc hệ thống, thiết kế chức năng, lập trình, unit test, viết tài liệu chức năng, tối ưu performance…
Lập trình linh hoạt trên hệ thống các ứng dụng sử dụng ngôn ngữ Angular
Nghiên cứu và cập nhật các kiến thức mới hỗ trợ cho công việc
Làm việc nhóm hoặc độc lập, giao tiếp với cấp trên và thành viên liên quan đến công việc","Cử nhân chuyên ngành Công nghệ thông tin, Điện tử viễn thông, Tài chính, Ngân hàng, Kinh tế hoặc tương đương Sử dụng thành thạo Angular, các framework Javascript,CSS, Bootstraps… Thành thạo các công cụ phát triển CI/CD, Git Có kinh nghiệm về Database Oracle hoặc CSDL lớn Chủ động trong công việc, có khả năng nghiên cứu, tìm hiểu công nghệ mới đáp ứng nhu cầu công việc Ưu tiên các bạn đã làm các dự án liên quan mảng tài chính, kế toán, bảo hiểm.","Offer: upto 26M Net/ tháng
Cố định 13 tháng lương Net/ năm + Thưởng (Theo quy định công ty)
Được quy đổi ngày phép chưa sử dụng hết thành tiền (Theo quy định công ty)
Được tham gia vào các dự án lớn trong hệ thống tài chính, bảo hiểm,...
Môi trường công bằng & minh bạch đảm bảo mọi người đều có thể phát huy hết khả năng của mình
Được làm việc với những cá nhân xuất sắc, có nhiều kinh nghiệm
Đảm tham gia đầy đủ Bảo hiểm xã hội, Bảo hiểm y tế, Bảo hiểm thất nghiệp theo chế độ nhà nước ban hành.
Hoạt động thể thao, CLB bóng đá, cầu lông, …
Khám sức khỏe định kỳ 1 năm/1 lần (Theo quy định công ty)
Chế độ du lịch hàng năm (Theo quy định công ty)","- Hà Nội: Bà Triệu, Hoàn Kiếm
- Hà Nội: 18 Lê Văn Lương, Thanh Xuân",Thứ 2 - Thứ 6 (từ 08:00 đến 17:00),2025-11-07,26000000.0,26000000.0,VND,[],Javascript,mid,[]
Frontend,https://www.topcv.vn/viec-lam/frontend-leader/1904062.html?ta_source=ITJobs_LinkDetail,TP. Hồ Chí Minh,Trên 5 năm,"Lead and mentor a team of Frontend Developers to ensure high performance and code quality.
Review code, enforce best practices, and guide architectural decisions for scalable ReactJS applications.
Collaborate with UX/UI designers, backend engineers, and product owners to deliver cohesive features.
Build and optimize efficient, reusable, and maintainable code using ReactJS and modern frontend tools.
Drive initiatives for continuous improvement in UI/UX, performance, and developer workflow.
Plan sprint activities, estimate tasks, and ensure timely delivery of high-quality software.
Provide technical direction on frontend frameworks, architecture, and integration best practices.
Support recruitment, onboarding, and knowledge-sharing within the frontend team.","Must-have: 5+ years of frontend development experience, including 1+ years in a team lead or senior role. Strong proficiency in ReactJS, JavaScript (ES6+), HTML5, CSS3, and frontend architecture. Hands-on experience with Redux, Hooks, TypeScript, and state management patterns. Experience with testing frameworks (Jest, React Testing Library). Familiarity with RESTful APIs, CI/CD pipelines, and Agile methodologies (Scrum/Kanban). Proven ability to mentor, review code, and lead a team toward technical excellence. Excellent communication and stakeholder management skills. Good communication in English. Nice-to-have: Knowledge of Node.js for tooling or mock APIs. Experience with cloud environments (AWS, Azure, GCP) and containerization (Docker, Kubernetes). Understanding of Banking/Finance domain is a plus. Good communication skills, interpersonal and teamworking skills. Pro-active and flexible working approach. Team-player with experience working with international and multi-functional teams. Self-development skills to keep up to date with fast-changing trends.","Base salary: 100.000.000 - 140.000.000VND/month.
Project bonus.
Annual leaves.
Hybrid working mode.
Full package insurance.
Holiday gifts.
Laptop, work equipments, etc are provided by the company.
Opportunities for training, certifications, and attendance at industry conferences.
Clear pathways for growth and promotion within the organization.
Other benefit by current law.","- Hồ Chí Minh: Tran Bach Dang, Thu Thiem, Thủ Đức",Thứ 2 - Thứ 6 (từ 08:30 đến 17:30),2025-11-07,120000000.0,120000000.0,VND,[],Javascript,mid,[]
Frontend Developer,https://www.topcv.vn/viec-lam/frontend-developer-thu-nhap-gross-upto-32-trieu-ho-tro-an-trua-tai-ha-noi/1885683.html?ta_source=ITJobs_LinkDetail,Hà Nội,2 năm,"- Design and develop reusable frontend modules and components that form the foundation of our applications
- Architect and implement scalable frontend solutions using modern JavaScript frameworks
- Drive technical decisions for frontend architecture and establish coding standards
- Create efficient, maintainable, and performance-optimized code
- Build and maintain core UI component libraries for company-wide use
- Lead the implementation of complex frontend features and ensure code quality
- Work closely with our design and backend teams to create seamless user interfaces
- Learn and apply Japanese development standards and best practices through direct mentorship
- Participate in our agile development process from architecture planning to testing","- Minimum 2+ years of professional frontend development experience - Strong command of JavaScript and TypeScriptat least 2 years experience ( NodeJS/JavaScript experience is required ) - TOEIC 800 / IELTs 6.0 or equivalent English skill - Advanced experience with: + Vue.js ecosystem and state management + Modern frontend architecture patterns + Component-based development + HTML5/CSS3 best practices + Git version control + Test-Driven Development + SEO optimization techniques + Modern UI component libraries - Experience in building and maintaining large-scale applications Personal Qualities: Strong technical leadership and decision-making abilities Passionate about creating maintainable, scalable code Self-motivated problem solver Team player with excellent collaboration skills","Work-Life Balance
- Hybrid work model (2-3 days remote per week)
- Flexible hours (9-6 or 10-7)
- Business casual environment
- New laptop/PC provided
Compensation & Benefits
- salary: 22M - 32M ( Gross)
- 13th month bonus
- Full insurance coverage
- Paid time off as per labor law
- Free lunch, snacks & beverages
Growth & Development
- Direct mentorship from Japanese tech experts
- Modern workspace fostering open communication
- Flat organizational structure
- Chance to work on real, impactful products
- Be part of an innovative Japanese tech startup","- Hà Nội: 83 Trung Kính, Phường Trung Hòa, Cầu Giấy",,2025-10-23,27000000.0,27000000.0,VND,[],Javascript,mid,[]
Lập Trình Viên Java,https://www.topcv.vn/viec-lam/lap-trinh-vien-java-fullstack-di-lam-ngay-upto-32m/1272480.html?ta_source=ITJobs_LinkDetail,Hà Nội,3 năm,"• Tham gia xây dựng và phát triển dự án với khách hàng lớn trong nước và quốc tế.
• Tham gia dự án từ Design, Code, Unit Test, Deploy các hệ thống trong các lĩnh vực: Giáo dục, Y Tế, Hải quan, Chính phủ
• Thực hiện tối ưu hiệu năng cho các hệ thống, đáp ứng khả năng xử lý hàng trăm nghìn sự kiện đồng thời..
• Review code, training cho các bạn có level thấp hơn","• Tốt nghiệp Đại học các chuyên ngành liên quan như công nghệ thông tin, an toàn thông tin, khoa học máy tính,... • Có ít nhất từ 3 năm kinh nghiệm thực tế trong lập trình phần mềm về ứng dụng Web với Java • Hiểu ngôn ngữ lập trình Java/J2EE, Spring/ Spring Boot • Kinh nghiệm làm việc với một số loại cơ sở dữ liệu DBMS: MS SQL Server, Oracle, MySQL, Postgres • Kinh nghiệm làm việc với một trong các công nghệ JavaScript: VueJS, Angular, ReactJS, ... ; có kiến thức về NoSQL, multi tenant là lợi thế • Có kiến thức tốt về SQL • Có kiến thức, thao tác tốt với Git • Viết code clear • Có khả năng xử lý tình huống tốt, cẩn thận, trách nhiệm cao trong công việc • Có khả năng làm việc độc lập, làm việc nhóm. • Có thể onsite khi dự án yêu cầu SKILL TAGS: Java, J2EE, Spring, JS Framework","- Mức thu nhập cạnh tranh, tương xứng với vị trí và đóng góp của bạn
- Có định hướng build lên lead
- Một năm xét tăng lương 1 - 2 lần theo tình hình kinh doanh của công ty
- Thưởng dự án, thưởng các ngày lễ, tế theo quy chế, lương tháng thứ 13, 14... theo tình hình kinh doanh của công ty
- Có năng lực sẽ được đánh giá ngay tại thời điểm.
- Tham gia đầy đủ các chế độ BHXH, BHYT, ... từ khi lên chính thức.
- Được nghỉ phép 12 ngày phép/ năm, tăng ngày phép theo cơ chế gắn bó tại công ty.
- Tham gia các hoạt động của công ty: Liên hoan, Du lịch/Team building và các hoạt động khác
- Được hỗ trợ cấp phát chăn, chiếu, gối ngủ, cốc uống nước cá nhân, sổ, bút, thiết bị phục vụ công việc.
- Cơ hội onsite và làm việc với các khách hàng lớn, công nghệ tiên tiến, phát triển bản thân...
- Cơ hội làm việc nhóm với nhiều chuyên gia hàng đầu trong lĩnh vực CNTT.
- Có bánh, trà, café, thức ăn nhanh, trái cây phục vụ anh em hàng ngày/ tuần.
- Môi trường làm việc cởi mở, dân chủ.
- Và rất nhiều quyền lợi hấp dẫn khác ...","- Hà Nội: Tòa CTM Complex, số 139 đường Cầu giấy, Cầu Giấy","Thứ 2 - Thứ 6 (từ 08:00 đến 17:30)
Thứ 2 - Thứ 6 (từ 08:30 đến 18:00)",2025-10-23,32000000.0,32000000.0,VND,[],Javascript,mid,[]
Front End Developer,https://www.topcv.vn/viec-lam/front-end-developer-reactjs-angular/1886930.html?ta_source=ITJobs_LinkDetail,Hà Nội,1 năm,"Lập trình web bằng Angular/ React các chức năng theo thiết kế và tài liệu có sẵn
Tham gia các dự án web Angular/ ReactJs đã và đang tiếp tục phát triển, có sample các chức năng tương tự để tham khảo
Được đào tạo để bắt nhịp công việc nhanh nhất có thể","Có kinh nghiệm lập trình web dùng Angular, JavaScript/TypeScript, HTML/CSS, Bootstrap, ReactJS từ 1 năm trở lên Có kinh nghiệm sử dụng git Sẵn sàng học hỏi, nghiên cứu các công nghệ mới Có thể làm được Java (Java core/ spring boot) hoặc có thể làm được Mobile app sử dụng Flutter là một lợi thế.","Mức thu nhập cạnh tranh theo năng lực. Thưởng dự án, thưởng lễ tết và các khoản thưởng khác...
Chế độ BHXH, BHYT, BHTN theo quy định của pháp luật hiện hành.
Tham gia các chương trình đào tạo nội bộ và đào tạo bên ngoài (Sharing, kiến thức ngành công nghệ thông tin, chuyển đổi số....).
Tham gia các chương trình teambuilding, nghỉ mát, ngày hội sinh nhật, Happy Hour, .... của công ty.
Làm việc trong môi trường văn hóa chia sẻ, hợp tác, trẻ trung, năng động, và có cơ hội thăng tiến cao;","- Hà Nội: Tòa nhà Hoa Anh Đào, ngõ 33 Lưu Hữu Phước, Nam Từ Liêm, Từ Liêm",Thứ 2 - Thứ 6 (từ 08:00 đến 17:30),2025-10-23,16000000.0,16000000.0,VND,[],Javascript,mid,[]
